sequence_id,timestamp_ns,phase_id,fault_active,fault_flags,e_stop,abort_required,active_pair_total_tension_n,active_pair_balance_ratio,active_pair_max_abs_iq_a,active_pair_saturation_count,min_bus_voltage_v,max_abs_iq_a,contact_present,lift_quality_now,adjust_needed_now,hold_safe_now
100,512000000,slow_lift,False,,False,False,7.417094061672514,0.7187999139166213,0.05517233137617514,0,0.0,0.02428854325206354,True,True,False,False
101,517000000,slow_lift,False,,False,False,7.451359201236613,0.7276184697304322,0.03840895672009698,0,0.0,0.04215189316367502,True,True,False,False
102,522000000,slow_lift,False,,False,False,7.4774118367905125,0.7355498070502103,0.07273703169955859,0,0.0,0.0464217129276032,True,True,False,False
103,527000000,slow_lift,False,,False,False,7.492604521688728,0.7422931706645217,0.03933663004793775,0,0.0,0.03933663004793775,True,True,False,False
104,532000000,slow_lift,False,,False,False,7.428064169307272,0.7482078484486046,0.03580125846994923,0,0.0,0.035939139758676235,True,True,False,False
105,537000000,slow_lift,False,,False,False,7.3326643109111185,0.7508538728188943,0.04217668432232184,0,0.0,0.04217668432232184,True,True,False,False
106,542000000,slow_lift,False,,False,False,7.254182954010554,0.7494039102644734,0.02939624632512171,0,0.0,0.020033450414811,True,True,False,False
107,547000000,slow_lift,False,,False,False,7.164105000715521,0.747263424934522,0.051520767721349434,0,0.0,0.051520767721349434,True,True,False,False
108,552000000,slow_lift,False,,False,False,7.084254502900247,0.7440190846135158,0.04401959202167995,0,0.0,0.052257550241641595,True,True,False,False
109,557000000,hold,False,,False,False,7.069238197941415,0.7433436317890009,0.05435419155965514,0,0.0,0.05435419155965514,True,True,False,True
110,562000000,hold,False,,False,False,6.981788732903036,0.745421915693187,0.029948195283822258,0,0.0,0.029948195283822258,True,True,False,True
111,567000000,hold,False,,False,False,6.843041907070245,0.7555452965763302,0.03418407969192949,0,0.0,0.033644973348860144,True,True,False,True
112,572000000,hold,False,,False,False,6.633070693045147,0.7658887085230832,0.04637992102209269,0,0.0,0.036969917739214174,True,True,False,True
113,577000000,hold,False,,False,False,6.353694872515848,0.7689609807081446,0.04131433890635792,0,0.0,0.03374740217410336,True,True,False,True
114,582000000,hold,False,,False,False,6.023774291399082,0.7588463609800379,0.07102406378992403,0,0.0,0.07102406378992403,True,True,False,True
115,587000000,hold,False,,False,False,5.67331338988389,0.7319819495584561,0.05122933763655098,0,0.0,0.05122933763655098,True,True,False,True
116,592000000,hold,False,,False,False,5.340539079237173,0.6868703962967301,0.05943541267726806,0,0.0,0.05035677015972648,True,True,False,True
117,597000000,hold,False,,False,False,5.1646239096112385,0.609801582208478,0.053498049496938184,0,0.0,0.05142207658669479,True,True,False,True
118,602000000,hold,False,,False,False,5.063310838392082,0.5380460992945335,0.04555059712942089,0,0.0,0.04555059712942089,True,True,False,True
119,607000000,hold,False,,False,False,5.019502205255129,0.48421407211880063,0.03959451566553003,0,0.0,0.05092085304695195,True,True,False,True
120,612000000,hold,False,,False,False,5.031461530168345,0.45467600133602143,0.04874327354965583,0,0.0,0.04948495558145318,True,True,False,True
121,617000000,hold,False,,False,False,5.093696982186011,0.4526956109344433,0.07956088830034144,0,0.0,0.07956088830034144,True,True,False,True
122,622000000,release_open,False,,False,False,5.1116573057089365,0.45547180364390116,0.05368471965075249,0,0.0,0.03169005630904714,True,False,False,False
123,627000000,release_open,False,,False,False,52.153846404985316,0.5539151143117038,0.14698424934657403,0,0.0,0.14698424934657403,True,False,False,False
124,632000000,release_open,False,,False,False,63.93579388376193,0.5284826743749851,0.20315167618590127,0,0.0,0.20315167618590127,False,False,False,False
125,637000000,release_open,False,,False,False,66.25787408217235,0.5254398367492691,0.18655038012642777,0,0.0,0.18655038012642777,False,False,False,False
126,642000000,release_open,False,,False,False,66.70288020944157,0.5234889306783362,0.23018674672473804,0,0.0,0.23018674672473804,False,False,False,False
127,647000000,release_open,True,driver_fault_injected,False,False,66.98501013389779,0.5227267987767802,0.20940013422881484,0,0.0,0.20940013422881484,False,False,False,False
128,652000000,release_open,False,,False,False,67.4131424021621,0.5222557554249507,0.2042780123966432,0,0.0,0.2042780123966432,False,False,False,False
129,657000000,release_open,False,,False,False,67.74780828049087,0.52274797829601,0.17528291755774608,0,0.0,0.17528291755774608,False,False,False,False
130,662000000,release_settle,False,,False,False,63.92626642735463,0.5231375611473693,0.1906262574391057,0,0.0,0.1906262574391057,False,False,False,False
131,667000000,release_settle,False,,False,False,14.709491462314567,0.5440799386007017,0.051369098189445045,0,0.0,0.051369098189445045,False,False,False,False
132,672000000,release_settle,False,,False,False,4.681384733158348,0.557687455516828,0.031940094928325294,0,0.0,0.031940094928325294,False,False,False,False
133,677000000,release_settle,False,,False,False,2.451120744083461,0.5722241642915755,0.025564377069326422,0,0.0,0.026930104383779335,False,False,False,False
134,682000000,release_settle,False,,False,False,2.0033055414127623,0.6276933006764057,0.04097891850566734,0,0.0,0.03463487959475406,False,False,False,False
135,687000000,release_settle,False,,False,False,1.9079599293768992,0.6689281111671083,0.027829334238967888,0,0.0,0.043424226191719636,False,False,False,False
136,692000000,release_settle,False,,False,False,1.8787011138525782,0.6803202978160977,0.07692072314776177,0,0.0,0.03175861730494029,False,False,False,False
137,697000000,release_settle,False,,False,False,1.8666044429366373,0.6830454094944797,0.0578712635528236,0,0.0,0.025232556475349322,False,False,False,False
138,702000000,release_settle,False,,False,False,1.8664768521195245,0.6834596504853784,0.04047755203632495,0,0.0,0.03981639719322072,False,False,False,False
139,707000000,release_settle,False,,False,False,1.8659516714166795,0.6836836948530283,0.029810881704525144,0,0.0,0.03834296333414798,False,False,False,False
140,712000000,release_settle,False,,False,False,1.865481061601927,0.6837337040503718,0.0483959224096043,0,0.0,0.039203694171429423,False,False,False,False
141,717000000,release_settle,False,,False,False,1.865560127308247,0.6837220890668992,0.02601735042414583,0,0.0,0.043924007783504714,False,False,False,False
142,722000000,release_settle,False,,False,False,1.865529382454855,0.6837234591461784,0.05697891819576994,0,0.0,0.04087991893189353,False,False,False,False
143,727000000,release_settle,False,,False,False,1.865481413445624,0.6837208115202948,0.035563537502295,0,0.0,0.035563537502295,False,False,False,False
144,732000000,release_settle,False,,False,False,1.8654711655606915,0.6837152862414551,0.04582329771105883,0,0.0,0.03112912812478007,False,False,False,False
145,737000000,release_settle,False,,False,False,1.8654538924510624,0.6837115103535345,0.04315573143140049,0,0.0,0.02227757172744952,False,False,False,False
146,742000000,release_settle,False,,False,False,1.865434464338577,0.6837080858581762,0.03635687335917417,0,0.0,0.04168296682222527,False,False,False,False
147,747000000,final,False,,False,False,1.86542251589543,0.6837054560105711,0.03381534516851007,0,0.0,0.015992747640104478,False,False,False,False
148,752000000,approach,False,,False,False,0.0,0.0,0.0330886074873059,0,0.0,0.0330886074873059,False,False,False,False
149,757000000,approach,True,current_saturation_injected,False,False,0.8547166137532618,0.7217049526164344,4.32,1,0.0,4.32,False,False,False,False
150,762000000,approach,False,,False,False,1.0875073855988076,0.2579178179711586,0.025947619074589298,0,0.0,0.024909180947556342,False,False,False,False
151,767000000,approach,False,,False,False,2.682277766280942,0.6323432169960534,0.030247506613593784,0,0.0,0.06034017988151644,False,False,False,False
152,772000000,approach,False,,False,False,2.8892605053401867,0.6956133629801942,0.06947105332759952,0,0.0,0.04194726382921633,False,False,False,False
153,777000000,approach,False,,False,False,1.450941278425464,0.6515427801534807,0.016522496690474082,0,0.0,0.022293979956236692,False,False,False,False
154,782000000,approach,False,,False,False,1.1125238294943731,0.2693621600431468,0.038721550577432776,0,0.0,0.04910516583986765,False,False,False,False
155,787000000,approach,False,,False,False,1.3190937851934832,0.2735813902229401,0.055945051674122365,0,0.0,0.055945051674122365,False,False,False,False
156,792000000,approach,False,,False,False,1.6601075299997863,0.5383507711058108,0.02967183386260822,0,0.0,0.07218902658478944,False,False,False,False
157,797000000,preshape,False,,False,False,2.927155903527473,0.62979868669859,0.05275659447112242,0,0.0,0.026592268177014704,False,False,False,False
158,802000000,preshape,False,,False,False,1.617556529594419,0.5148514807645823,0.0343361957979297,0,0.0,0.07100767721110327,False,False,False,False
159,807000000,preshape,False,,False,False,1.3410453478003483,0.3102569970811143,0.04973140042032455,0,0.0,0.04973140042032455,False,False,False,False
160,812000000,preshape,False,,False,False,1.4803320490650698,0.38474977008767497,0.037528041219929045,0,0.0,0.05394220821785881,False,False,False,False
161,817000000,pinch_close,False,,False,False,1.5138198825362559,0.4100774900920963,0.053278811413748565,0,0.0,0.03281031148394824,False,False,False,False
162,822000000,pinch_close,False,,False,False,51.564353888137724,0.5288124569906043,0.13798839951768407,0,0.0,0.13798839951768407,False,False,False,False
163,827000000,pinch_close,False,,False,False,62.34172397923752,0.5295700959049316,0.17813149396185593,0,0.0,0.17813149396185593,False,False,False,False
164,832000000,pinch_close,False,,False,False,64.80925297151838,0.5303518931310683,0.21663869730759489,0,0.0,0.21663869730759489,False,False,False,False
165,837000000,pinch_close,False,,False,False,65.55212221366739,0.530174765160179,0.2463731939438618,0,0.0,0.2463731939438618,False,False,False,False
166,854000000,pinch_close,False,,False,False,66.60154501164911,0.5476510518049212,0.20156180841129728,0,0.0,0.20156180841129728,True,False,False,False
167,859000000,pinch_close,False,,False,False,66.54984241305738,0.5410890717081689,0.17930678392942456,0,0.0,0.17930678392942456,True,False,False,False
168,864000000,pinch_close,False,,False,False,66.32841311857757,0.532052709652067,0.2118562483639722,0,0.0,0.2118562483639722,False,False,False,False
169,869000000,contact_gate,False,,False,False,63.93282825162041,0.5157877040332236,0.2053086143903448,0,0.0,0.2053086143903448,True,False,True,False
170,874000000,contact_gate,False,,False,False,48.163234242769704,0.49805387457532263,0.1444122412273616,0,0.0,0.1444122412273616,True,False,True,False
171,879000000,contact_gate,False,,False,False,36.63527345585454,0.4930122401546364,0.11611119698907547,0,0.0,0.11611119698907547,True,False,True,False
172,884000000,contact_gate,False,,False,False,28.593247709034117,0.4968218007302693,0.09495217074616324,0,0.0,0.09495217074616324,True,False,True,False
173,889000000,contact_gate,True,encoder_freeze_injected,False,False,22.91905659619224,0.5013343466109779,0.04680079269392622,0,0.0,0.04680079269392622,True,False,True,False
174,894000000,contact_gate,False,,False,False,18.918361735886144,0.5075071866548964,0.10753827317781067,0,0.0,0.10753827317781067,True,False,True,False
175,899000000,contact_gate,False,,False,False,16.539938070326237,0.5575909121699963,0.07603442540215619,0,0.0,0.07603442540215619,True,False,True,False
176,904000000,contact_gate,False,,False,False,14.975172689359054,0.6189550799645328,0.06409129951876866,0,0.0,0.06409129951876866,True,False,True,False
177,909000000,contact_gate,False,,False,False,13.83071524780696,0.6693957798274839,0.052055165248919566,0,0.0,0.052055165248919566,True,False,True,False
178,914000000,contact_gate,False,,False,False,12.981331641853195,0.7063062913239521,0.047612526636129054,0,0.0,0.047612526636129054,True,False,True,False
179,919000000,contact_gate,False,,False,False,12.434242768340482,0.7420580848230637,0.07599016194402342,0,0.0,0.07599016194402342,True,False,True,False
180,924000000,contact_gate,False,,False,False,12.244333813164825,0.7978953852838645,0.032830370250513455,0,0.0,0.032830370250513455,True,False,True,False
181,929000000,contact_gate,False,,False,False,12.119804758673165,0.8353518470532042,0.0520163327252967,0,0.0,0.0520163327252967,True,True,False,False
182,934000000,contact_gate,False,,False,False,12.02063748318113,0.8600061902647848,0.07445352636766783,0,0.0,0.07445352636766783,True,True,False,False
183,939000000,post_contact_settle,False,,False,False,12.000816979517666,0.8638606195761652,0.050152810259110364,0,0.0,0.050152810259110364,True,True,False,False
184,944000000,post_contact_settle,False,,False,False,11.547945387668765,0.9025478980990974,0.03690110512850192,0,0.0,0.03690110512850192,True,True,False,False
185,949000000,slow_lift,False,,False,True,11.051885472953536,0.9234063102401486,0.05558250307926627,0,0.0,0.05558250307926627,True,False,True,False
186,954000000,slow_lift,False,,False,True,10.84408129769734,0.9287119291384588,0.07312204672345565,0,0.0,0.09323758406059621,True,False,True,False
187,959000000,slow_lift,False,,False,True,10.660917023301788,0.9306260687826465,0.11901394470194435,0,0.0,0.11901394470194435,True,False,True,False
188,964000000,slow_lift,False,,False,True,10.508097935793847,0.9296300964119112,0.05415441822509015,0,0.0,0.05415441822509015,True,False,True,False
189,969000000,slow_lift,False,,False,True,10.38190876579344,0.9265311919867523,0.03690746601826227,0,0.0,0.0365315532286582,True,False,True,False
190,974000000,slow_lift,False,,False,True,10.276874049899401,0.9219472855650666,0.05504029864822374,0,0.0,0.05504029864822374,True,False,True,False
191,979000000,slow_lift,False,,False,True,10.2008500494494,0.9139677352962984,0.03871109474066117,0,0.0,0.053230392819814426,True,False,True,False
192,984000000,slow_lift,False,,False,True,10.265499724642883,0.8898514578979426,0.05874576342410341,0,0.0,0.05874576342410341,True,False,True,False
193,989000000,slow_lift,True,tension_dropout_injected,False,False,0.0,0.0,0.035459859787454404,0,0.0,0.04151559083068962,True,True,True,False
195,999000000,slow_lift,False,,False,False,11.16856797448419,0.8433282830997781,0.07767685309809677,0,0.0,0.07767685309809677,True,True,False,False
196,1004000000,slow_lift,False,,False,False,11.446989260102129,0.8543703793119981,0.08045472178081842,0,0.0,0.08045472178081842,True,True,False,False
197,1009000000,slow_lift,False,,False,False,11.671606638826075,0.8721215247914023,0.05952357368118476,0,0.0,0.05952357368118476,True,True,False,False
198,1014000000,slow_lift,False,,False,False,11.826026817937615,0.8939762507492004,0.036278669510213676,0,0.0,0.036278669510213676,True,True,False,False
199,1019000000,slow_lift,False,,False,False,11.8978636136666,0.9179187453147809,0.04547952015406575,0,0.0,0.04547952015406575,True,True,False,False
200,1024000000,slow_lift,False,,False,False,11.878223008230847,0.9423549815865835,0.05669496781865535,0,0.0,0.05059250006879884,True,True,False,False
201,1029000000,slow_lift,False,,False,False,11.763474505651839,0.96432538110656,0.04170326992268841,0,0.0,0.04170326992268841,True,True,False,False
202,1034000000,slow_lift,False,,False,False,11.558825160919348,0.9787796846033593,0.05597310891352267,0,0.0,0.05597310891352267,True,True,False,False
203,1039000000,slow_lift,False,,False,False,11.272981592854872,0.9827823750906425,0.039758528475624805,0,0.0,0.039758528475624805,True,True,False,False
204,1044000000,slow_lift,False,,False,False,10.912269052579575,0.9770551042183747,0.07231075593952346,0,0.0,0.07231075593952346,True,True,False,False
